PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,Ort,Jahr,Einreichdatu
4594,Handl,Rudolph,,,,,"... zeigt ... an, eine neue Erfindung und resp.Verbesserung ...: Wirtschaftskerzen aus Talg auf
dreyerley Art ...","Unschlitt, Kerze",Wien,1836,24.05.1836
4595,Eichele,Joseph Franz,,,,,Beschreibung zu Zeichnung einer Maschine zum Abschneiden der Getreide-Körner,"Rollgerste, Graupenmühle",Wien,1838,21.05.1838
4596,Schultz,Daniel,,,,,Beschreibung und Zeichnung des neu erfundenen und verbesserten Schöpf- oder Pumpbrunnen ...,"Brunnen, Pumpe",Wien,1841,13.09.1841
4597,Laignel,"Johann Baptist
Benjamin",,,,,"Beschreibung ... der Art und Weise auf Eisenbahnen jegliche Gefahr zu vermeiden ... [Text
frz.u.dt.]","Eisenbahnwagen, Drehgestell,
Wagenrad, Kupplung, Bremse",Paris,1842,12.06.1842
4598,Fraenkel,Karl,,,,,Zubereitung der [Wanzen] Tinktur,"Ungeziefer, Wanzenvertilgung",Wien,1843,29.03.1843
4599,Berolja,Bernhard,,,,,"Beschreibung der Erfindung elastischer Uhr- und Halsketten von Gold, Silber und Bronce ...","Uhrkette, Halskette, Goldwaren,
Silberwaren, Bronzewaren",Wien,1846,23.05.1846
4600,Cronberg,Johann v.,,,,,"Beschreibung der Erfindung eines Kupferüberzuges über Glasgefäße, wodurch dieselben
insbesondere zum Kochen anwendbar sind, ...","Glasgeschirr, Galvanisieren,
Kochgeschirr, Kupferüberzug",Wien,1846,28.02.1846
4601,Hann,Michael,,,,,"Beschreibung der ... Verbesserung in der Erzeugung von Pferdegebissen, d.i. geraden und
gebogenen Mundstücken und Trensen aus gezogenen und gechmiedeten, Eisen oder Bleche, ...","Kandarre, Trense",Wien,1847,31.05.1847
4602,Dixon,Abraham,,,,,"Beschreibende Erklärung von Verbesserungen im Verfahren beim Kämmen und Ziehen von Wolle
und gewissen Gattungen von Haar","Weberkamm, Wolle, Roßhaar,
Krempeln",Wien,1843,25.04.1843
4603,Dixon,Abraham,,,,,"Beschreibende Erklärung eines verbesserten Maschinenwesens um Flachs und Hanf zu brechen
oder zu hecheln","Flachsbrechmaschine,
Flachshechelmaschine,
Hanfbrechmaschine,
Hanfhechelmaschine",Wien,1843,25.04.1843
4604,Dixon,Abraham,,,,,"Beschreibung eines verbesserten Verfahrens im Entladen aus dem Stoße einer jeden Art
Feuergewehre ...",Gewehr,Wien,1843,14.02.1843
4605,Schroeter,Adolph,Schroeter,Karl Theodor,,,Beschreibung der zu privilegirenden Rauhpostiermaschine,Rauhmaschine,"Zablocie/Galizie
n",1843,10.08.1843
4606,Sartory,Anton,Sartory,Franz Xaver,,,Die Maschine zu Verfertigung der Rahmenkehlungen,"Kehlleiste, Grundierlehre",Graz,1840,05.03.1840
4607,Horsky,Franz,,,,,"Beschreibung eines ... neu erfundenen Apparates zur Bestimmung von Flächenmaßen bei
geometrischen Aufnahmen ...","Planimeter, Geodätische Instrumente",Wien,1842,15.04.1842
4608,Balzaretti,Giovanni,,,,,diverse ... di marmo ... [Marmorsäge],"Marmorplatte, Steinsäge",Milano,1843,
4609,Prato,Francesco,,,,,"Descrizione della nuova invenzione che ... consiste in sostanza in una macchina da applicarsi al
lavoro delle Sete per ridurle in organzini e trame etc. [Seide-Vorbereitungsmaschine]","Seide, Vorbereitungsmaschine",Milano,1843,27.03.1843
4610,Tierhir,Peter,,,,,Beschreibung der ... erfundenen elastischen Mantenelle zu Billardtischen,Billardplatte,Prag,1843,15.03.1843
4611,Slatin,Michael,,,,,"... Erfindung einer neuen Art, Seide, Schaf- und Baumwolle auszuschneiden und zu färben ...","Seide, Wolle, Färben",Wien,1844,19.02.1844
4612,Seykotta,Franz,,,,,... zeigt ... an die Erfindung ... Kirchenparamente zu erzeugen ...,"Paramente, Goldborte, Silberborte,
Imprägnierung/Borte,
Kampfer/Nichtflüchtiger",Wien,1845,08.04.1845
4613,"Widman -
Rezzonico","Johannes
Abbundius v.",,,,,"Durchschnitts-Zeichnung einer neu erfundenen hydrostatischen Kraftmaschine auf rotirender
Bewegung","Schiffsantrieb, Wagen,
Getriebe/Hydraulisches",Venedig,1845,24.03.1845
4614,Dobinger,Johann,,,,,"... Gegenstände aller Art, wesentlich Bücher, Portefeuilles, Zeitungs-Umschläge, Taschen u.d.g.
mehr flach hautrelief und pasrelief in Gold, Silber und Farben auf Leder, Sammt, Seide und
Leinwand auf die minder kostspieligste Art in größter Schnelligkeit zu erzeugen","Galanterie, Lederwaren, Buchbinderei,
Pressen, Golddruck, Silberdruck,
Farbendruck",Wien,1846,09.03.1846
4615,Gilardi,Johann,,,,,"Beschreibung u. Zeichnung der ... Entdeckung, bestehend aus einer Maschine, durch welche einen
und den selben Körper so woll zu Wasser als zu Land in bewegung gesetzt werden kann mit ein u.
die selben Räder","Schwimmwagen, Getriebe",Wien,1847,18.02.1847
4616,Elfinger,Joseph,Vogl,R. Emanuel,,,"Neue Erfindung zur Erzeugung aller Gattungen chirurgischer Instrumente und Bandagen aus Gutta
Percha ...","Chirurgische Instrumente, Bandage,
Guttapercha, Raffinade/Guttapercha",Wien,1847,05.05.1847
4617,Heindoerffer,Daniel,,,,,"Beschreibung zu dem Privilegium ... auf die Verbesserung: Alle Getreidegattungen mittelst ...
seinen verbesserten excentrischen portativen Universal Mühlen ... zu vermahlen ...",Mühle,Wien,1847,16.02.1847
4618,Orth,Louis v.,,,,,Specification einer Verbesserung in der Construction und Einmauerung von Dampfkesseln,"Dampfkessel, Kesselhaus",Wien,1847,10.04.1847
4619,Orth,Louis v.,,,,,"Specification einer neuen Erfindung, bestehend in einem verbesserten Apparat zum Rollen der
Gerste","Rollgerste, Graupenmühle",Wien,1847,03.06.1847
4620,Pollak,A.M.,,,,,Beschreibung der ... neu erfundenen Sonnen-Cigar-Zünder,Zündholz,Wien,1847,07.10.1847
4621,Hemberger,"Jakob Franz
Heinrich",,,,,"Beschreibung der ... Entdeckung u. Verbesserung, welche ... in einem zweckmässigen System als
das dermalig übliche, der Organisation der Spitzen- oder Schienennadeln ... zur Ausweiche der
Geleise bey Eisenbahnen bestehet","Geleise, Wechsel, Weiche",Wien,1843,29.04.1843
4622,Ammann,Stephan,,,,,Beschreibung der Seifenbereitung ...,Seife,Wien,1848,08.01.1848
4623,Stadler,Karl,,,,,"Beschreibung: Die Art der Erzeugung der ... Schilder und Monumenttafeln mit plastischen Lettern,
...","Schild, Metallbuchstabe",Wien,1842,14.09.1842
4624,Beregszaszy,Ludwig,Mata,Franz,Schweighofer,,"Beschreibung zu dem ... Privilegium auf die ... Verbesserung in der Mechanik bei Verfertigung von
Piano-Forte ... [zediert an ... Schweighofer]",Klaviermechanik,Wien,1844,05.12.1844
4625,Emperger,Vinzenz v.,,,,,"Allgemein brauchbares Schaerfepulver zum Schärfen und Abziehen fein schneidender
Instrumente, Rasier- und Federmesser zum Selbstgebrauche für Jedermann","Rasiermesser, Messer, Polieren,
Abziehen/Messer",Wien,1845,19.06.1845
4626,Vorauer,Joseph,,,,,Beschreibung der ... Verbesserungen für Eisenbahn-Chronometer ...,"Uhr, Sperrvorrichtung",Wien,1846,30.06.1846
4627,Hemberger,"Jakob Franz
Heinrich",,,,,"Beschreibung der ... Verbesserung, welche ... in einem neuen System von Ventilations-Camin-
dächer oder Aufsatz ... besteht",Champion,Wien,1847,13.02.1847
4628,Ballarin,Franz,,,,,"Beschreibung der ... Verbesserung in der Erzeugung der Theater und Reise-Hüte von Thibet auf
Stahlfedern",Hut,Wien,1847,03.07.1847
4629,Kauffmann,Karl,,,,,Beschreibung dieser neuen Solar-Lampe oder des Heliophor,Lampe,Wien,1847,03.07.1847
4630,Orth,Louis v.,,,,,"Specification eines Verfahrens um Eisen, Guß und Kupfer mit Bley zu überziehen","Eisen, Gußeisen, Kupfer, Bleiüberzug",Wien,1846,18.07.1846
4631,Orth,Louis v.,,,,,Beschreibung einer neuen metallurgischen Behandlungsart verschiedener schwefelhaltiger Körper,"Zinkblende, Zink/Schwefelsaures, Zink ,
Schwefelantimon, Aufbereitung,
Schwefelsäure",Wien,1846,31.07.1846
4632,La Peyrouse,Leo de,,,,,Specification verschiedener Verbesserungen in der Zubereitung der Thierhäute ...,"Tierhaut, Konservierung",Wien,1847,10.07.1847
4633,"Hennin de
Boussu",Eduard de,,,,,Specification verschiedener neuerfundener Verbesserungen in der Fabrikation von Korkstöpseln,"Flaschenkork, Schneidemaschine",Wien,1847,23.06.1847
4634,Orth,Louis v.,,,,,"Specification einer neuen Erfindung bestehend in der Anwendung wesentlicher Oele, harziger und
gummiharziger Stoffe, so wie der Rückstände dieser Substanzen, zu der Fabrikation von Kerzen
aller Art, ...","Cerosin, Raffinade/Cerosin, Kerze",Wien,1847,08.10.1847
4635,Czech,C.,Czech,Franz Alois,,,Beschreibung des Doppel-Abdampf-Apparats,"Alaun, Vitriol, Verdampfapparat","Boskowitz/Mäh
ren",1843,01.04.1843
4636,Puettner,Johann Karl,Senft,Anton,,,und zu waschen,Wäscherei,Prag,1843,
4637,Eder,Leopold jun.,,,,,"Beschreibung der ... erfundenen inländischen künstlichen Asphaltmasse ... durch bloßes
Zusammenschmelzen ... von Steinkohlengries ... gemeinen Pech ... und wenig Fett","Kohlenklein, Pech, Asphalt",Krems,1843,27.03.1843
4638,Goetze,,,,,,"Beschreibung samt Zeichnung der vom Handelshaus Götze & Co. aus Chemnitz in Sachsen
gemachten Verbesserung der Cilinder ""Spinn Maschine"" für Streichgarn ...","Streichgarn, Spinnmaschine",Chemnitz,1843,31.01.1843
4639,Barth,Jakob,,,,,Beschreibung der ... Verbesserungen der Tischlerwerkzeuge,"Hobelbank, Zwinge",Krems,1844,11.04.1844
4640,Jaeger,Eduard,,,,,"Beschreibung der Erfindung, ..., mittelst eines eigenthümlichen Mechanismus und eines
besondern Schießpulvers bei Schießgewehren jeder Art die Entzündung des Schusses ... zu wirken","Gewehr, Schießpulver",Wien,1844,03.04.1844
4641,Goldstein,David,Wappenstein,Rudolph,,,"Beschreibung der Erfindung: flach, glatt, scharf und tief gepreßte Buchstaben von allen Metallen
und Kompositionen mit Dessins zu pressen und zu emailliren","Metallbuchstabe, Pressen, Dessin,
Emaillieren",Wien,1845,03.05.1845
4642,Mader,Anton,,,,,"Beschreibung zur Entdeckung eines Haarwuchswassers, ...",Haarwuchsmittel,Wien,1845,10.02.1845
4643,Altlechner,Laurenz,,,,,"Beschreibung ...: von deren neuen Verbesserungs-Erfindung, ..., daß der ... Grauschifer nicht nur zu
Dachdeckungen verwendbar ..., sondern daß derselbe Stein auch zu verschiedenen anderen
Baugegenständen ... verwendbar hergestellt werden wird","Schiefer, Dach",Wien,1845,04.06.1845
4644,Vettermann,Anton,,,,,Beschreibung zu der privilegirten Billardkonstruktion ...,Billard,Prag,1845,28.05.1845
4645,Reithoffer,Johann Nepomuk,,,,,"Beschreibung zu den einjährigen Privilegium ... auf die Erfindung eines Webestuhles, ...",Webstuhl,Wien,1845,28.04.1845
4646,Dobbs,Wilhelm Samuel,,,,,"Beschreibung und Zeichnungen der Verbesserungen in der Fabrikation der schmiedeisernen
Gasröhren und Anwendung der Gasöfen, ...","Rohrziehbank, Glühofen",Brünn,1840,08.04.1840
4647,Zsigmondy,Adolph,,,,,Beschreibung der ... Erfindung ...: Die Gutta Percha ... zu verarbeiten ...,"Guttapercha, Werkstoff",Wien,1847,22.05.1847
4648,Roediger,Friedrich,,,,,"Beschreibung eines neuen Verfahrens, alle Arten von Schiffen ohne Kosten zu verballlasten, den
Ballast nach Willkühr und sehr schnell auszuwerfen und den untersten Schiffsraum von allen der
Gesundheit nachtheiligen Unreinigkeiten zu reinigen","Schiff, Ballast, Pumpe",Wien,1847,16.02.1847
4649,Gorrizi,Ludwig Christian,,,,,Privilegium ... auf die Erfindung mittelst erwärmter Luft ... jedwede Localität ... zu heitzen ...,Luftheizung,Wien,1847,11.02.1847
4650,Petrowitz,Anton,Schloss,Moritz Wilhelm,Speer,Christian,"Beschreibung der Erfindung einer Luftdruckmaschine, welche als stationaire Maschine und als
Locomotive anwendbar ist","Druckluftmotor, Lokomotive",Wien,1843,25.08.1843
4651,Haswell,John,,,,,Beschreibung und Zeichnung der ... Verbesserung bei Rauchfängen bei Dampfmaschinen ...,"Lokomotive, Dampfkessel, Rauchfang",Wien,1847,04.10.1847
4652,Fischer,Kaspar,,,,,"Beschreibung der neuen Erfindung ...: Von Haaren gewebte Damenscheitel, wie auch Wirbel und
Platten für Herren auf ... Taffet zu verfertigen, ...","Taft, Perücke",Wien,1837,17.07.1837
4653,Daninger,Joseph,,,,,Beschreibung des ... erfundenen Windrades mit acht Flügeln,"Windmühle, Windrad","Markgrafneusie
dl",1844,15.07.1844
4654,Hodik,Georg,,,,,"Beschreibung ingedachter Erfindung, alle Zinn- und Kupferplatten wie auch Lithographie- und
Buchdrucker Schriften-Abdrücke in Oehl- und Lackfarben auf Metallplatten ... zu übertragen",Abdruck,Wien,1845,28.06.1845
4655,Hofner,Joseph,,,,,... zeigt ... an eine neue Erfindung und Verbesserung auf englische Retiraden ...,Abort,Wien,1846,03.06.1846
4656,Piasecki,Felix,,,,,Beschreibung der Erfindung des schnelleren und zweckmäßigeren Getreideschneidens,Mähapparat,Wien,1847,17.07.1847
4657,Altschul,Adolph,Lewy,Gebrueder,,,Zubereitung der neuen erfundenen Chrom-Zünder,"Zündholz, Reibzündmasse",Prag,1840,29.04.1840
4658,Bardach,Adolph,,,,,Das Verfahren der Verfertigung von Kautschuk-Ueberschuhen,"Gummischuh, Galosche",Stainslau,1846,09.03.1846
4659,Schloesser,Eduard,,,,,"Beschreibung der Erfindung und Verbeßerung Soufflet Mantelsäcke ... zu verfertigen, ...",Mantelsack,Wien,1844,23.01.1844
4660,Galland,"Nicolaus Joseph
Basile",,,,,"Beschreibung der ... Entdeckung und Verbesserung, welche in ... einem neuen System von
Ziegeloefen besteht, ...",Kammerofen,Wien,1846,09.07.1846
4661,Pononski,Severin Graf,Stecki,Ludwig Graf,,,"Beschreibung einer wichtigen Umstaltung in den Dampf-Brenn-Apparaten, um gleichzeitig mit
demselben Feuer bei dem nehmlichen Betriebe einen 36° fuselfreien Alkohol zu gewinnen","Branntwein, Destillierapparat",Brzesko,1844,16.06.1844
4662,Lechner,Georg,,,,,Beschreibung der ... verbesserten Wagen-Seitenfenster,Wagenfenster,Wien,1844,11.05.1844
4663,Kassel,Johann,,,,,Beschreibung uiber die Verfertigung von sogenannten allgemeinen Taschenfeuerzeugen ...,"Zündholzschachtel,
Zigarrenspitzenmesser",Wien,1846,01.07.1846
4664,Hofmann,Johann,,,,,"Beschreibung der ... Verbesserung am Mechanismus eines Felperwebestuhles, ...","Felbel, Plüsch, Samt, Webstuhl",Wien,1847,09.08.1847
4665,Nerb,Adam,,,,,"Beschreibung der Erfindung, ..., daß ... die Lichthälter an den Wagenlaternen ... festgehalten
werden, ...",Wagenlaterne,Wien,1847,21.08.1847
4666,Planer,Alois,,,,,Beschreibung des Feuerlöschapparates,"Rauchfangfeuer, Feuerlöschapparat",Wien,1847,15.06.1847
4667,Stefsky,Joseph,,,,,"Beschreibung der ... Erfindung ...: Bettdecken, Pferdedecken oder sonstige Stoffe ... aus
Schafwolle, Baumwolle oder Seide, in jeder Art der Kunstwirkerei zu erzeugen ...","Decke, Bettdecke, Dessin,
Jacquardmaschine",Stockerau,1837,17.06.1837
4668,Ladein,Anton,,,,,Beschreibung ... zu dem Verfahren der Schnell-Essig-Erzeugung,Essig,Mödling,1842,
4669,Bozek,J. Romuald,,,,,Beschreibung der neuen Construction von Eisenbahnwägen,"Eisenbahnwagen, Drehgestell,
Wagenrad, Bremse",Wien,1842,25.05.1842
4670,Kridl,Eduard,,,,,"Beschreibung der ... Erfindung, ..., daß mittelst einiger Arten von Ackermaschinen ... ohne Zugvieh
... geacktert, ... zugleich gesaet und geeggt, ... angehäuft ... werden kann","Pflug, Sämaschine, Seilwinde",Petrinia,1842,26.01.1842
4671,Brisker,Markus,,,,,"Beschreibung einer ... Entdeckung und Verbesserung in der ... Zubereitung der Schreibfederkiele,
...",Schreibfeder,Wien,1843,08.06.1843
4672,Scala,Franz,Scala,Johann,,,Bergfahrten des Locomotivs sammt der Last bei beliebigen Steigungen von 1:4,"Lokomotive, Steigung,
Schwerpunktverlagerung",Wien,1843,18.05.1843
4673,Scala,Franz,Scala,Johann,,,"Beschreibung der Luft-Wasser-Druck-Maschine, die sowohl fix wirkend, als auch als lastziehendes
Locomotive verwendet werden kann, die Dampfmaschine vollkommen ersetzt","Lokomotive, Getriebe, Perpetuum
mobile",Wien,1843,24.03.1843
4674,Larat,Giovanni Giuseppe,,,,,"Descrizione della nuova scoperta, che Giovanni Giuseppe Larat di Lione dichiara d'aver fatta e che
consiste in sostanza in un nuovo sistema di illuminazione detta Gasastrale-liquido [Beleuchtung
mit flüssigem Gas-Astrallicht]","Leuchtstoff, Beleuchtung",Milano,1843,18.01.1843
4675,Beyer,Paul,,,,,"Beschreibung der Construction eines durch Schwung und Schraubenkraft sich bewegenden
mechanischen Werkes","Getriebe, Perpetuum mobile",Kuttenberg,1843,18.03.1843
4676,Waldstein,Jakob,,,,,Beschreibung der Fabrikation des Crownglases ...,"Optische Glas, Schmelzofen",Wien,1844,28.06.1844
4677,Hetti,Mathias,,,,,"Beschreibung der ... Verbesserung in der Bereitung der Leinöhlfirnisse, ...",Leinölfirnis,Graz,1844,28.05.1844
4678,Rossini,Pietro,,,,,"Descrizione e Modo d'applicazione della macchina Filiera per la fabbricazione de tubi di ferro,
piombo etc. [Rohrziehbank]",Rohrziehbank,Milano,1845,31.03.1845
4679,Hnewkowsky,Johann,Zdekaner,Emanuel,,,"Beschreibung der Entdeckung in Erzeugung der Koaks, Theer und Theerwasser aus allen
Gattungen Stein- und Braunkohle insbesondere aber aus Kohlenlösche","Steinkohle, Braunkohle, Kohlenklein,
Verkohlen, Koks, Teer, Teerwasser",Prag,1846,31.05.1846
4680,Mocenigo,"Aloisio Francesco
[Conte] di",,,,,"Descrizione delle composizioni disinfettanti per cessi, latrine, ed altri luoghi infetti [Desinfektion
von Aborten, Latrinen und anderen stinkenden Orten]","Abort, Exkremente, Geruchlosmachen",Venezia,1846,17.04.1846
4681,Vonihr,Joseph,,,,,"Beschreibung der Strohschneid-Maschine mit einfacher Lade und gewöhnlichen Strohmesser.
Beschreibung der Strohschneid-Maschine mit doppelter Lade und mondförmigen Messer",Häckselmaschine,Graz,1846,15.06.1846
4682,Moro,Pietro,,,,,"Descrizione del nuovo ritrovato delle composizione per la preparazione alla Sementi Cereali ...
[Getreidesamen-Imprägnierung]","Getreidebeize, Samen,
Imprägnierung/Getreide",Milano,1847,30.03.1847
4683,Richter,Wenzel,,,,,Beschreibung eines neuen Verfahrens in der Verfertigung der Rasir-Pinseln,Rasierpinsel,Wien,1847,14.05.1847
4684,Nissl,Mathias,,,,,"Beschreibung der ... Erfindung mehrerer neuen Vorrichtungen und Verbesserungen in der
Appretur von Tüchern und anderer Schafwollstoffe","Schafwollstoff, Appreturmaschine",Linz,1847,09.06.1847
4685,Wagner,Joseph,,,,,"Beschreibung der ... Entdeckung einer Zusammensetzung, wodurch die hölzernen Querhölzer ...
auf den Eisenbahnen erspart werden, ...","Oberbau, Eisenbahnschwelle, Geleise",Korneuburg,1847,20.04.1847
4686,Wappenstein,Ascher,,,,,"Beschreibung der ... Erfindung, ...: daß Wägen ... beim Umstürzen ... bei seiner mechanischen
Vorrichtung allem diesem vorgebeugt wird und bei jedem wie immer drohenden Unglücke die
Person oder der Gegenstand der sich im Wagen befindet in einer senkrechten unversehrten Lage
zu stehen kommt und der Wagenkasten nie umstürzen kann","Wagen, Aufhängevorrichtung",Wien,1847,04.05.1847
4687,Ahrens,Albrecht,,,,,"Beschreibung eines neu und eigenthümlich construirten Apparates zur Wiederbelebung der
thierischen Kohle","Knochenkohle, Regeneration",Wien,1847,16.02.1847
4688,Ahrens,Albrecht,,,,,"Beschreibung eines neuen und eigenthümlichen Verfahrens, aus Eisen, Kobalt und Kupfer aus den
Nickelerzen von Nickel auf trockenem Wege zu scheiden","Nickel, Aufbereitung",Wien,1847,16.02.1847
4689,Ahrens,Albrecht,,,,,Beschreibung eines neu und eigenthümlichen construirten Coaksofens,"Koksofen, Verkohlen",Wien,1847,16.02.1847
4690,Preshel,Johann,,,,,"Beschreibung ... meiner neuen Erfindung und Verbesserung in der Erzeugung von parfümirten und
unparfümirten Seifen und Pomaden ...","Seife, Pomade",Wien,1847,08.02.1847
4691,Detter,Anton,,,,,"Beschreibung der Verfertigung der ... erfundenen steinernen Fässer zur Aufbewahrung von
verschiedenen Flüßigkeiten",Steinfaß,Krems,1847,01.07.1847
4692,Weikersheim,Markus Hirsch,,,,,"... suchen um ein Privilegium nach, aus Knoppern einen Farben-Extract zu bereiten,  ...","Knoppern, Farbextrakt",Wien,1833,20.07.1833
4693,Allard,Alexander d',Hoffinger,Vinzenz,,,"Erklärung und Beschreibung eines dreyrädrigen ohne Pferde, durch Menschenkraft laufend
mechanisch eleganten Wiener-Lustfahrt-Wagens","Wagen, Getriebe, Freilauf",Wien,1833,15.06.1833
4694,Torggler,Barbara,,,,,"Beschreibung uiber die Verfertigung der neu erfundenen Haarsalbe, zur Beferterung des
Wachstums ...",Haarwuchsmittel,Wien,1839,18.04.1839
4695,Kohlhaupt,Johann,Kratochwill,Eduard,,,Beschreibung des neuen Spiritusbrenndampfapparats,"Spiritus, Destillierapparat",Ustron,1840,17.02.1840
4696,Bondi,Anton A.,,,,,"Beschreibung der ... Entdeckung ..., daß Roßhaarr mittelst einer erfundenen Zubereitung 1.an
Elastizität, Biegsamkeit und an Festigkeit gewinnen ...","Roßhaar, Imprägnierung/Roßhaar",Prag,1841,23.07.1841
4697,Caccia,Emanuel Graf v.,,,,,Grad gebracht /:rectifizirt/ werden können [Text it.],"Alkohol, Rektifizierapparat",Wien,1842,
4698,Loeffler,Alois,,,,,"Beschreibung ... der ... Erfindung ..., daß diese Uhren sehr bedeutend einfacher construirt sind, ...",Uhr,Wien,1842,09.08.1842
4699,Bischof,Joseph,,,,,"Beschreibung zweyer Maschinen, mittelst welchen, der aus schwarzen Hadern gewonnene
Halbzeug jenem aus weißen Hadern erzeugt ähnlich geliefert wird","Halbzeug, Papier",Laibach,1843,08.07.1843
4700,Czech,Markus,Pollak,Anna,,,"Beschreibung einer gemachten neuen Verbesserung in der Erzeugung des Essigs, ...",Essig,Wien,1845,10.04.1845
4701,Dietz,Johann,,,,,Beschreibung eines neu entdeckten Verfahrens zur Erzeugung von Knoppern-Extrakt ...,"Knopper, Extrakt",Wien,1845,09.07.1845
4702,Neufeld,Gustav Adolph,,,,,"Genaue Beschreibung der ... neu erfundenen Hebel-Preß-Maschine zur Erzeugung von Metall-
Löffeln und Gabeln, sammt der Zeichnung","Löffel, Gabel, Hebelpresse",Wien,1845,20.05.1845
4703,Siegl,Joseph,,,,,Beschreibung der ... Erfindung ... einer neuen Frictions Zündmassa ...,Reibzündmasse,Wien,1845,04.06.1845
4704,Hawerl,Stephan,Proscke,August,,,Beschreibung der Erzeugung des sogenannten Klauen-Oehles,"Ochsenklaue, Klauenöl",Wien,1845,27.05.1845
4705,Altlechner,Laurenz,,,,,"Beschreibung der ... Erfindung und Verbesserung, ..., den inländischen Grauschiffer zu
manigfaltigen Kunst- und Luxusgegenständen zu verwenden",Grauwackenschiefer,Wien,1845,12.07.1845
4706,Gohde,Friedrich,Hollub,Eduard,,,"Beschreibung der neuerfundenen Commercialwaaren-Bezeichnung und der hiermit verbundenen
Controllmaschine","Stoff, Signieren, Plombieren,
Registrierapparat",Wien,1845,27.06.1845
4707,Rossini,Gebrueder,,,,,"Beschreibung der ... neuen Erfindung, ..., daß sie Regenschirme verfertigen, welche man zu sich in
die Tasche stecken, und auf jeden Spazierstock ... anbringen kann ...",Knirps,Graz,1846,03.07.1846
4708,Guioni,Giuseppe,,,,,"Descrizione del perfezionamento ... al metodo già cognito da brillare il riso col mezzo di un
tavolanio di Sughero ... [Reismühle]",Reismühle,Milano,1846,10.06.1846
4709,Cantor,Adolph,,,,,Beschreibung der ... Erfindung und Verbesserung in der Färberey und Druckerey ...,"Adrianopelrot, Zeugdruck, Färben",Wien,1846,27.05.1846
4710,Bellon,Alexander,,,,,"die von mir gemachte Erfindung, eine ausgezeichnete gut Lederwichse zu erzeugen, ...",Wichse,Wien,1847,17.04.1847
4712,Fornara,Giulio Cesare,,,,,"Descrizione del nuovo Ingrasso salino applicabile alla concimatura e bonificamento di qualunque
sorta di terreno ... [Dünger]",Kunstdünger,Milano,1847,12.03.1847
4713,Klinger,Vinzenz,,,,,"... zeigt ... an eine neue Erfindung und Verbesserung gemacht zu haben ...: Mittelst einer Maschine
den Rauch aus Kaffehaus oder Gasthaus Lokalen, so wie auch den Dunst aus Sälen Theater oder
Arbeitslokalen abgeleitet werden könne, ...","Rauchabzug, Exhaustor, Lüftung",Wien,1847,07.08.1847
4714,Dobbs,S.,,,,,"Beschreibung der Erfindung und Verbesserung, durch welche bei Hochdruck Dampfmaschiene,
von jedem beliebigen Dampfdruck, luftleerer Raum erzielt wird, wodurch eine bedeutende
Ersparniß des Brennstoffes und eine große Vermehrung der Kraft der Dampfmaschine erzeugt
werden","Dampfmaschine, Vakuumapparat",Wien,1847,19.04.1847
4715,Eisenlatner,Martin,,,,,"Genaue Beschreibung und Zeichnung ... wegen der neuen Erfindung die Aufzug Jalusien mittelst
eines in der Fenster.Verschallung angebrachten Schubriegels öffnen und schließen zu können",Jalousie,"Gutenbrunn bei
Baden, N.Oe.",1847,07.08.1847
4716,Hartmann,Franz,,,,,... bittet um Geheimhaltung eines ausschl. Privilegium ... auf Braceletts- und Perlschlissenfedern ...,"Armband, Halsband, Schließe",Wien,1847,04.08.1847
4717,Sturm,Salomon,,,,,"Beschreibung der ... neuerfundenen catoptrischen Luftbilder-Apparate zur Darstellung einer
künstlichen Fata Morgana im Freien ...",Spiegelbild,Wien,1847,12.08.1847
4718,Kraemer,J.,,,,,"Beschreibung ener neuen Erfindung und Verbesserung in der Erzeugung aller Gattungen Knöpfe
ohne Oehr, ...",Knopf,Wien,1848,10.01.1848
4719,Pollak,A.M.,,,,,"Beschreibung der gemachten Erfindung und Verbesserung in der Erzeugung aller Gattungen
Kinderspielwaaren ...",Spielzeug,Wien,1848,25.01.1848
4720,Engelmann,Eduard,Weiger,Joseph,,,"Beschreibung der Bereitung des Priv. zur Verfertigung in der Zahntechnik aus eigens hiezu von
denselben bereiten Platina","Gebiß/Künstliches, Legierung",Wien,1843,04.07.1843
4721,Buschann,Andreas F.,,,,,"Beschreibung einer Erfindung und Verbesserung in der Erzeugung einer Tonveränderungs-
Druckmaschine ... für alle Gattungen Musikalischer Metal-Blasinstrumente ...","Blasinstrument,
Klappe/Blasinstrument",Wien,1847,21.05.1847
4722,"Jabornegg -
Gamsenegg",Markus Frh.v.,,,,,"Beschreibung der ... Erfindung ... einer neuen Methode in Beleuchtung, der sogenannten
katoptrischen Laterne ...","Laterne, Scheinwerfer",Klagenfurt,1847,05.10.1847
4723,,"Valerian Ludwig
Karl de",,,,,"Beschreibung einer ... Entdeckung und Verbesserung, welche ... in einen neuen System von
Sicherheits-Papier besteht, wodurch jede partielle Verfälschung jedweder Gattung von Schrift
oder Steindruck ... unmöglich wird",Sicherheitspapier,Wien,1843,19.05.1843
4724,Crouy,Heinrich Graf v.,,,,,"Beschreibung der ... Entdeckung und Verbesserung in der Papier-Erzeugung, namentlich aus Stroh
und allerartigen anderen faserigen Substanzen ...","Strohpapier, Papiermaschine",Wien,1844,22.04.1844
