PrivRegNr	Name1	Vorname1	Name2	Vorname2	Name3	Vorname3	Titel	Schlagworte	Ort	Jahr	Einreichdatu	lat	long
4041	Reithoffer	Johann Nepomuk	NA	NA	NA	NA	erforderliche Elasticität durch Anwendung eines neuen Verfahrens zu geben, ...	Gummibekleidung	Wien	1845	NA	48.2080696	16.3713095
4042	Pruetzmann	Daniel	NA	NA	NA	NA	"Beschreibung der Erfindung, Zimmer - Möbel- und alle zu Leder-Galanterie-Waaren oder anderen
Luxusartikeln verwendbare Gegenstande aus Leder, Sammt, Seide und jeden dehnbaren
Materialien mittelst eigener Stanzen erhaben zu presen ... zu vergolden oder zu versilbern ..."	"Möbel, Galanterie, Pressen, Vergolden,
Versilbern"	Wien	1845	05.04.1845	48.2080696	16.3713095
4043	Claus	Franz Carl	NA	NA	NA	NA	Beschreibung der atmosphärischen Maschine	Luftmotor	Wien	1845	06.03.1845	48.2080696	16.3713095
4044	Martin	Republicain	NA	NA	NA	NA	"Beschreibung der ... Erfindung ...: Nach einem neuen Verfahren unter der Hemmungs
Kapselträger, Percussions Gewehre und Pistolen zu verfertigen ..."	Gewehrschloß, Pistolenschloß	Paris	1841	25.04.1841	48.8575475	2.3513765
4045	Dixon	Abraham	NA	NA	NA	NA	"Beschreibung gewisser Verbesserungen in der Gas fabrikation und in den anzuwendenden
Apparaten zur Consumation des Gases ..."	Leuchtgas, Gasbeleuchtung	Wien	1841	14.04.1841	48.2080696	16.3713095
4046	Garthe	Kaspar	NA	NA	NA	NA	"Beschreibung und Zeichnung der sogenannten natürlichen Motoren mittelst deren man Schiffe
jeder Art ... zu bewegen vermag"	Schiffsantrieb, Getriebe	Köln	1841	20.04.1841	50.937531	6.9602786
4047	Barthé	Anton	Eymé	August	NA	NA	"Beschreibung über die Erfindung, welche in einer Mechanik, ""Ausschneiderin"" genannt, besteht,
um die broschierten Shawls und andere Gewirke auszuschneiden"	Schal, Tuchschere	Wien	1835	27.04.1835	48.2080696	16.3713095
4048	Hassa	Anton	NA	NA	NA	NA	Beschreibung der Bereitung der Webestoffe zu verschiedenen Gebrauche besonders der Bücher ...	Buchbinderei, Leinwand	Wien	1840	09.05.1840	48.2080696	16.3713095
4049	Kohl	August	NA	NA	NA	NA	"... Erfindung ganz Neuhe Wasserdichte Feuerlöscheimer aus gewebten Schpachadstofe nach
inhald dieser Beschreibung zu Erzeugen ..."	Wasserdichter Stoff, Feuerlöscheimer	Wien	1845	03.05.1845	48.2080696	16.3713095
4050	Prick	Vinzenz	NA	NA	NA	NA	Beschreibung des Bier-Kühl-Apparates	Bier, Kühlapparat	Wien	1845	01.04.1845	48.2080696	16.3713095
4051	Suettinger	Friedrich	NA	NA	NA	NA	Beschreibung der Caffeemaschine	Kaffeemaschine	Wien	1844	02.11.1844	48.2080696	16.3713095
4052	Hemberger	"Jakob Franz
Heinrich"	NA	NA	NA	NA	"Beschreibung der neuen Entdeckung und Verbesserung eines neuen Verfahrens, künstlichen
Marmor, Granit, Agate, Jaspise, Onixe, Lapis-Lazuli, und Porphyr ... zu fabriziren"	Kunststein, Kunstedelstein	Wien	1841	22.03.1841	48.2080696	16.3713095
4053	Hemberger	"Jakob Franz
Heinrich"	NA	NA	NA	NA	Apparat, Gas-Regulator genannt, ...	Gasregulator	Wien	1841	22.03.1841	48.2080696	16.3713095
4054	Hemberger	"Jakob Franz
Heinrich"	NA	NA	NA	NA	"Rotative-Maschinen, welche mittelst Dampf oder anderer elastischer Gase in Thätigkeit gesetzt
wird, ..."	Dampfmaschine, Verbrennungsmotor	Wien	1841	22.03.1841	48.2080696	16.3713095
4055	Caccia	E. Graf	NA	NA	NA	NA	Beschreibung der Fabrikation des flüssigen Wasserstoffs, Erleuchtungs Brennstoff	Leuchtstoff	Wien	1843	22.02.1843	48.2080696	16.3713095
4057	Pflieger	Ernst	NA	NA	NA	NA	"Beschreibung der Erfindung einer Vorrichtung an der, ... Streichgarn Vorspinn Crempel zur Stellung
des Peingneuers nach den Wollsorten"	Streichgarn, Vorbereitungsmaschine	Bielitz	1844	17.04.1844	49.8223768	19.0583845
4058	Kremling	Martin	NA	NA	NA	NA	Genaue Beschreibung der Verbesserung an den grünen wie auch an den blauen Kupfersorten, ...	Bergblau, Berggrün	Wien	1844	19.03.1844	48.2080696	16.3713095
4059	Ansiaux	J.L	Dewalle	Gebrueder	NA	NA	Beschreibung der Flinte zu vier Schuß	Gewehr	Wien	1844	08.03.1844	48.2080696	16.3713095
4060	Schicker	Joseph	NA	NA	NA	NA	"Beschreibung des ... neu entdeckten weiß Färben vermittelst einer eigenen Vorrichtung u.
Verfahrens, daß es nicht allein dem Lyoner Weiß gleichkomme, sondern die Seide in dieser Farbe
an Reinheit u. Schönheit die französische übertrifft"	Seide, Färben/Seide, Weiß	Wien	1844	11.05.1844	48.2080696	16.3713095
4061	Borowetz	August	NA	NA	NA	NA	"Beschreibung der ... Massa zur Bestreichung der inneren Räume der Rauchfänge an jenen Stellen,
wo sich der Ruß ansetzt, wodurch jeder Feuerausbruch aus dem Rauchfange vermieden wird"	Rauchfang, Feuerschutz, Ausbrennen	Tschechen	1845	06.01.1845	49.817492	15.472962
4062	Mella	Karl	NA	NA	NA	NA	Beschreibung eines neuen verbesserten Verfahrens in der Fabrikation elastischer Möbel	Stahlrohrmöbel	Wien	1845	23.09.1845	48.2080696	16.3713095
4063	Pauli	Coelestin	NA	NA	NA	NA	"Beschreibung der Construction der Hufbeschläge ohne Näge, Schrauben und Hacken, genannt
Hipposandale"	Hufeisen	Wien	1840	19.09.1840	48.2080696	16.3713095
4064	Weinlich	Franz	NA	NA	NA	NA	Beschreibung einer Halsbinde	Schal	Wien	1845	01.09.1845	48.2080696	16.3713095
4065	Busse	Thomas	Specker	David	Kunz	J.	"Beschreibung und Zeichnung einer neu erfundenen rotierenden Maschine, welche sich als Moteur
für Wasser und Dampfkraft, so wie auch als Pumpe und Transmissionsmaschine benützen läßt"	Dampfmaschine, Pumpe, Drehkolben	Wien	1844	14.12.1844	48.2080696	16.3713095
4066	Busse	Thomas	Specker	David	Kunz	J.	Beschreibung der selbstwirkenden Auskehr- oder Wechselschiene für Eisenbahnen	Weiche/Automatische, Geleise	Wien	1844	25.11.1844	48.2080696	16.3713095
4067	Busse	Thomas	Chillingworth	Joseph Palfrey	Fischl	"Friedrich
Wilhelm"	"Beschreibung und Zeichnung einer neuen Erfindung von Räder aus Holz und Eisen für Locomotive,
Tender und Wagons auf Eisenbahnen"	"Lokomotive, Tender, Eisenbahnwagen,
Wagenrad"	Wien	1844	02.11.1844	48.2080696	16.3713095
4068	Boldrini	Pietro	NA	NA	NA	NA	Beschreibung der ... Verbesserung ... der Holz-, Bast- und Stroh-Hutmanufactur	"Hut, Wasserdichter,
Imprägnierung/Hut"	Wien	1838	14.05.1838	48.2080696	16.3713095
4069	Ganahl	Joseph v.	Rhomberg	NA	NA	NA	Beschreibung einer Spuhlmaschine für Schützenspühlchen	Spulmaschine, Schützenspüle	Innsbruck	1841	05.04.1841	47.2675322	11.3910349
4070	Ganahl	Joseph v.	Rhomberg	NA	NA	NA	Beschreibung der ... Drahtstiftmaschine ...	Nagel	Innsbruck	1841	05.04.1841	47.2675322	11.3910349
4071	Fairbairn	William	NA	NA	NA	NA	"Beschreibung der Erfindung verschiedener Verbesserungen in der Zusammensetzung metallener
Platten zur Herstellung von Dampfkesseln und zu andern Zwecken"	Metallplatte, Niethammer	Wien	1840	17.09.1840	48.2080696	16.3713095
4072	Rifault	Prosper Joseph	Wickham	Thomas	NA	NA	"Beschreibung der von Herrn Thomas Wickham gemachten Erfindung einer mechanischen
Dampfvorrichtung zur Aufführung von Erdwällen und Erdarbeiten, auf welche Prosper Joseph
Rifault, ein Privilegium ansucht"	Erdbau, Damm, Bagger	Wien	1841	24.03.1841	48.2080696	16.3713095
4073	Boutan	August	Rifault	Joseph	NA	NA	Graben der Kanäle und zu Erdarbeiten, auf welche Prosper Joseph Rifault ... ein Privilegium ...	Erdbau, Bagger	Wien	1841	NA	48.2080696	16.3713095
4074	Ploy	Ludwig	NA	NA	NA	NA	Beschreibung einer neuen Erfindung und Verbesserung in der Bereitung des Phosphors, ...	Phosphor	"Obernberg
Ob.Oest."	1840	08.02.1840	NA	NA
4075	Lackner	Eduard	Lackner	Robert	NA	NA	Beschreibung der ... Erfindung einer selbstthätigen Fein-Spinn-Maschine für alle Spinn-Branchen ...	Spinnmaschine	Aus/Sachsen	1844	17.01.1844	51.1045407	13.2017384
4076	Busse	Friedrich	NA	NA	NA	NA	"Beschreibung einer neuen Construction von Eisenbahnwagen, durch welche die Achsbrüche an
denselben sowie an Locomotiven vermieden ... werden"	"Eisenbahnwagen, Lokomotive,
Federung/Wagen, Schmierbüchse"	Leipzig	1845	01.01.1845	51.3396955	12.3730747
4077	Dietz	Johann	NA	NA	NA	NA	Fabrikation des künstlichen Gummi, welcher den arabischen völlig ersetzt	"Gummiersatz, Kartoffelstärke,
Diastase, Dextrin, Verdickungsmittel"	Wien	1845	05.04.1845	48.2080696	16.3713095
4078	Darebny	Joseph	Sorel	NA	NA	NA	Beschreibung der ... Verbesserung an den Koch-Apparaten des Herrn Sorel in Paris ...	Kochherd	Wien	1845	05.05.1845	48.2080696	16.3713095
4079	Toepper	Andreas	NA	NA	NA	NA	"Beschreibung der ... Entdeckung, ..., daß mittelst kegelförmiger Walzen ... alle Gattungen
Streckwalzeisen und Nägelschienen und auch ... Kopfnägel ... erzeugt werden können"	Stabeisen, Nagel, Walzwerk	Scheibbs	1836	29.11.1836	48.00804	15.16781
4080	Dingler	Heinrich	NA	NA	NA	NA	Beschreibung der Zeichnungen auf eine variable Expansions Vorrichtung für Dampfmaschinen, ...	"Dampfmaschine, Lokomotive,
Schieber, Steuerung"	Wien	1844	03.06.1844	48.2080696	16.3713095
4081	Strunz	Katharina	NA	NA	NA	NA	"Beschreibung meiner neu erfundenen und rücksichtlich verbesserten Schnallen, welche aus allen
wie immer Nahmen habenden Materialien verfertiget werden können"	Schließe, Presse	Wien	1845	09.06.1845	48.2080696	16.3713095
4082	Pelikan	Karl	NA	NA	NA	NA	"Beschreibung der Erfindung, wodurch die bei den Wägen angewendeten Druckfedern durch einen
fest angebrachten Wagenkloben laufend, sich auf einen zwischen dem Wagenkloben und an den
Wagenpratzen angebrachtes Scharnier stützend freien Spielraum gewinnen und jeden Stoß
beseitigen"	Wagen, Federung/Wagen	Prag	1840	20.04.1840	50.0755381	14.4378005
4083	Geyer	Gottlieb	NA	NA	NA	NA	Beschreibung der nebenliegenden Zeichnung der von mir neu erfundenen Hutschmaschine	Schaukel	Wien	1840	05.10.1840	48.2080696	16.3713095
4084	Metzger	Alois	NA	NA	NA	NA	Beschreibung des projektirten neuen Universal-Toilette-Wassers	Parfüm	Wien	1842	08.06.1842	48.2080696	16.3713095
4085	Bonfil	Ralph	NA	NA	NA	NA	"Beschreibung und Zeichnungen der neuen Erfindung einer Strick-Webmaschine zur Verfertigung
von verschiedenen Stoffen für Kleidungsstücke, Bänder durchbrochene Arbeiten und dergleichen"	Wirkmaschine	Wien	1841	30.09.1841	48.2080696	16.3713095
4086	Chiavassa	Giovanni	NA	NA	NA	NA	Descrizione dei miglioramenti fatti pei bagni Russi-Orientali e di fumicazione	Sauna	Wien	1841	08.02.1841	48.2080696	16.3713095
4087	Lampato	Paolo	NA	NA	NA	NA	Descrizione dell ruote dei carri ... [Wagenräder]	Wagenrad	Milano	1845	07.01.1845	45.468503	9.1824027
4088	Bollinger	Leopold	NA	NA	NA	NA	Beschreibung der Vortheile inbenannt erklärter und gezeichneter Erfindung [einer Lokomotive]	Lokomotive	Wien	1845	09.09.1845	48.2080696	16.3713095
4089	Dirnboeck	Johann August	Meill	Franz	Kneschorek	Franz	"Beschreibung der neu erfundenen mechanischen Triebkraft /: Schiffe stromaufwärts treiben zu
können:/"	Schiffsantrieb, Getriebe	Wien	1839	27.07.1839	48.2080696	16.3713095
4090	Stierba	Johann	NA	NA	NA	NA	Beschreibung der Russerzeugung auf nassem Wege, aus Kohlenschiefer	Schieferton, Druckerschwärze	Neuhaus	1845	23.06.1845	NA	NA
4091	Dietrich	Johann	NA	NA	NA	NA	"Beschreibung der ... Erfindung alle Gattungen Feuer im trockenen und nassen Zustande löschen zu
können, mittelst Zusammensetzung verschiedener Ingredienzien ..."	Feuerlöschmittel	Graz	1840	10.09.1840	47.0678961	15.4417305
4092	Obermayer	Johann Franz	NA	NA	NA	NA	Rauchableitungs- und Luftreinigungs Apparat	Champion	Rzeszow	1845	24.02.1845	50.0411867	21.9991196
4093	Miksch	Johann	NA	NA	NA	NA	"Zeichnung des von mir erfundenen Schornstein - Aufsatzes zur Verhinderung des Rauchens in den
Gebäuden"	Champion	Reichenberg	1841	07.06.1841	50.76628	15.0543387
4094	Amadeo	Girolamo	NA	NA	NA	NA	"Descrizione dell' Invenzione ... che consiste nel metodo facile e poco diffendioso di rendere la
corteccia dei giovani rami del gelso atta alla filatura, alla fabbricazione della carta ... [Rinde der
jungen Maulbeeräste zum Spinnen und zur Papiererzeugung als Lein-, Hanf-, Baumwoll- und
Seidenabfallersatz]"	"Maulbeerbaum, Baumrinde,
Spinnfaser, Papier"	Como	1841	30.03.1841	45.8063817	9.0851867
4095	Francetti	Carlo	Willa	Ignazio	NA	NA	Processo per fabbricar la Gelatina alimentare e colla forte per al Arti [Gelatine und Knochenleim]	Gelatine, Leim	Milano	1843	25.07.1843	45.468503	9.1824027
4096	Guioni	Giuseppe	Vassalli	Francesco	NA	NA	"Descrizione della scoperta ... consistente in sostanza di produrre col mezzo della litografia, delle
Stampe colorate anche con oro ed argento ... denominata ... Cromolitografia ... [Farbdruck]"	Farbendruck, Lithographie	Milano	1841	20.07.1841	45.468503	9.1824027
4097	Pogliaci	Giacomo	NA	NA	NA	NA	"Descrizione della nuova invenzione che ... consiste in sostanza nella fabbricazione di un inchiostro
a vernice acido ed altre due ... ingredienti senza gomma ... [Tinte]"	Tinte	Milano	1845	22.07.1845	45.468503	9.1824027
4098	Cornisi	Gaetano	NA	NA	NA	NA	"Spiegazione sul movimento dell'Orologia segnante le ore di tutto il globo terestre ... [Uhr, die die
Stunden auf der ganzen Welt angibt]"	Uhr	Wien	1840	11.08.1840	48.2080696	16.3713095
4099	Lucca	Francesco	NA	NA	NA	NA	"Processo per moltiplicare le stampe d'ogni genere e specialmente le carte di musica ... [Abdruck,
besonders von Musikalien]"	Notendruck, Abdruck	Wien	1841	30.07.1841	48.2080696	16.3713095
4100	Alberizzi	Luigi	NA	NA	NA	NA	"Descrizione della nuova invenzione di tappetto o Suppedaneo pieghevole di legno ... [Fußschemel
und Teppiche]"	Fußschemel	Pavia	1845	01.04.1845	45.1853967	9.1552562
4101	NA	Paolo	NA	NA	NA	NA	esecuzione di una nuova Stereotipia da eseguirsi con caratteri mobili ... [Stereotypie mit	NA	Milano	1844	NA	45.468503	9.1824027
4102	Heller	Rudolph	NA	NA	NA	NA	Erzeugung der Flor-Ketten Druck Teppich	Florkette, Teppich	Wien	1845	27.09.1845	48.2080696	16.3713095
4103	Bolze	Michael	Falkbeer	Anton	NA	NA	"Beschreibung der ... neuen Verbesserungen der zum Drucken und Formen der Metallbleche
dienenden Maschine; worauf Herr Anton Falkbeer unterm 3.3 u. 25.5.1828 ausschl., im Jahre 1831
an mich ... gediehene Privilegien erwirkte, ..."	Blechbearbeitung	Wien	1832	23.08.1832	48.2080696	16.3713095
4104	Hyggins	Jamed	NA	NA	NA	NA	"Beschreibung der ... Verbesserung im Mechanismus des Drehens und Dublirens der Baumwolle,
des Flachses, Seide, Wolle, Hanf und anderer Faserstoffe. [Text dt.u.engl.]"	Spinnmaschine, Doubliermaschine	Wien	1837	23.02.1837	48.2080696	16.3713095
4105	Jones	William	NA	NA	NA	NA	"Beschreibung der ... Erfindung, ... alle Arten von Fabrikaten, insbesondere auch Calicots
(Baumwolltuch) bei denen man Indigo entweder allein oder in Verbindung mit anderen Farbwaren
anzuwenden pflegt, in Räumen, aus denen der Sauerstoff künstlich abgeleitet wird, zu drukken"	Vakuum, Kaliko, Indigodruck	Wien	1837	16.08.1837	48.2080696	16.3713095
4106	Stern	Jakob H.	NA	NA	NA	NA	"Beschreibung des chemischen Verfahrens wodurch man jede Sorte Talg und sonstige Fette Stoffe
auf einmal verdichtet"	Unschlitt, Fett, Verdichten	Wien	1838	27.06.1838	48.2080696	16.3713095
4107	Pochon	NA	Schram	C.J.	NA	NA	"Beschreibung der Erfindung und Verbesserung auf eine neue Art mit den hiezu Theils neu
erfundenen Theils verbesserten Vorrichtungen und Aparaten Zucker zu raffiniren"	Zucker, Raffinade/Zucker	Wien	1837	11.07.1837	48.2080696	16.3713095
4108	Oeberg	Johann Erik	NA	NA	NA	NA	Beschreibung [des erfundenen Webstuhles]	Webstuhl	Stockholm	1838	28.06.1838	59.3360685	18.0842774
4109	Adcock	Henry	NA	NA	NA	NA	Beschreibung der ... Verbesserung das Wasser aus Minen oder anderen Tiefen ... zu heben ...	Wasserhebemaschine, Kompressor	Wien	1838	21.11.1838	48.2080696	16.3713095
4110	Herzmansky	Franz	Regnier	Francois	NA	NA	Erklärung der Zeichnung der neuen Walk Maschine mittelst Druck durch Walzen	Tuch, Walken	Stuben	1839	09.04.1839	47.1396301	10.1580501
4111	Dienst	Nikolaus	NA	NA	NA	NA	Püncktliche und gewissenhafte Beschreibung den feuerfesten Bronce auf Kupfer aufzutragen	Kupfer, Messing, Broncieren	Wien	1839	18.04.1839	48.2080696	16.3713095
4112	Machts	Franz	NA	NA	NA	NA	"Meine Erfindung und Verbesserung besteht darin, Hafteln/Oesen und Hacken/ vermittelst einer
Maschine zu verfertigen, ..."	Haftel	Wien	1839	11.11.1839	48.2080696	16.3713095
4113	Delcambre	Adrian	Young	James Hadden	NA	NA	Beschreibung einer Erfindung auf eine verbesserte Weise Drucker-Typen zu setzen	Letter, Setzmaschine	Wien	1841	01.06.1841	48.2080696	16.3713095
4114	Fontana	Carolina	NA	NA	NA	NA	Descrizione del metodo inventato ... per la fabbricazione di Maillons	Maillon	Milano	1841	19.05.1841	45.468503	9.1824027
4115	Badonie	Giuseppe	NA	NA	NA	NA	"Descrizione e dettaglio della macchina per fare i chiodi colla lamiera di ferro [Eisendrahtnägel-
Maschine]"	Nagel	"Castello sopra
Lecco"	1843	07.02.1843	45.8590513	9.3967164
4116	Edlinger	Joseph	Pink	Wenzel	Pink	Johann	Beschreibung der Rastrir-Maschine	Liniermaschine, Papier/Rubriziertes	Wien	1843	17.06.1843	48.2080696	16.3713095
4117	Tripet	Karl August	NA	NA	NA	NA	Beschreibung der Schneidemaschine für Kämme	Kamm, Fräsmaschine/Kamm	Prag	1843	11.06.1843	50.0755381	14.4378005
4118	Brielmayer	Ferdinand	NA	NA	NA	NA	Beschreibung und Erklärung zur Zeichnung der neu erfundenen Waschmaschine	Waschmaschine	Wien	1844	25.05.1844	48.2080696	16.3713095
4119	Czerwinka	Joseph Karl	NA	NA	NA	NA	"Beschreibung der Verfahrungsart der ... Erzeugung der Patent Glanzstärke, aus Weizen, Reis,
Gerste, Korn, etc."	Stärke	Graz	1844	22.06.1844	47.0678961	15.4417305
4120	Contriner	Joseph	NA	NA	NA	NA	"Beschreibung der bereits in Paris privilegirten und nun von dem Gefertigten verbesserten
Strupfenschließen"	Hosenstrupfe, Schließe	Wien	1845	17.03.1845	48.2080696	16.3713095
4121	Preissler	Philipp	Seigel	Israel	NA	NA	Recept des sogenannten Amazonenöhls zur Stärkung und Beförderung des Haar - Wachsthums ...	Haaröl	Wien	1845	21.05.1845	48.2080696	16.3713095
4122	Mayer	Joseph	NA	NA	NA	NA	"Erklärung der Ingredienzien welche zu der erwähnten Flecken-Essenz in den drei Sorten unter
dem Namen ""Flora-Essenz"" verwendet werden"	Fleckputzmittel	Wien	1845	29.04.1845	48.2080696	16.3713095
4123	Sacher	Friedrich	NA	NA	NA	NA	"Beschreibung der Bereitung der ... erfundenen neuen Wasch-Toilette- und Lustrir-Seife, Lilienseife
genannt"	Seife	Prag	1842	08.07.1842	50.0755381	14.4378005
4124	Haasmann	Joseph	NA	NA	NA	NA	Der Zweck meiner Erfindung ist, die Reinigung der engen ... Rauchfänge ...	Rauchfangkehrapparat	Wien	1842	29.10.1842	48.2080696	16.3713095
4125	Schweizer	Joseph	NA	NA	NA	NA	"Beschreibung der Verbesserung der Scheidungskunst, ..., daß bei Scheidung des Silbers von Kupfer
keine ... große Ausdünstung entstehet, ..."	Silber, Aufbereitung	Wien	1845	21.07.1845	48.2080696	16.3713095
4126	Herzel	Andreas	Knott	Franz	NA	NA	"Beschreibung von einer neuen erfundenen Continous oder sogenannten Lockmaschine, die auch
zugleich vorspinnt"	Krempeln, Vorbereitungsmaschine	Brünn	1845	24.02.1845	49.1950602	16.6068371
4127	Lustig	Max	Pwany	Ignaz	NA	NA	"Beschreibung und Berechnung der arostatischen Maschine zur Hervorbringung einer kostenlosen
Triebkraft"	Luftmotor	Wien	1846	10.03.1846	48.2080696	16.3713095
4128	Urling	Roo W.	NA	NA	NA	NA	"Verbesserungen in der Bereitung und Zusammensetzung von plastischen Massen, welche theils zu
Verzierungen ..., theils als feuerfester Mörtel oder Zement verwendbar sind"	"Plastische Masse, Modellieren, Mörtel,
Feuerfester Zement"	Wien	1845	11.09.1845	48.2080696	16.3713095
4129	Urling	Roo W.	NA	NA	NA	NA	"Beschreibung ... der ... Erfindung einer Maschine zur Erzeugung der Weberkämme, mittelst
welcher die Zähne ... befestiget werden können, ..."	Weberkamm, Fräse/Kamm	Wien	1841	10.08.1841	48.2080696	16.3713095
4130	Syre	August Friedrich	NA	NA	NA	NA	Beschreibung der neu erfundenen und verbesserten gepreßten Siegel Oblaten ...	Siegelmarke	Wien	1842	04.06.1842	48.2080696	16.3713095
4131	Elbogen	Heinrich	Hueffer	Oswald	NA	NA	"Beschreibung der ... Entdeckung, ...: mittelst Litho-Picturographie /: Stein- und Zinkmalerey:/ ...
alle zum Drucken geeigneten Stoffe zu drukken ..."	Lithographie, Zinkographie, Zeugdruck	Wien	1843	07.07.1843	48.2080696	16.3713095
4132	Wetterneck	Joseph	NA	NA	NA	NA	"Beschreibung des Hauptprinzipes sowohl als auch der Maschine, durch welche ich die Dampf- und
Wasserkraft als Triebkraft am vortheilhaftesten zu verwenden suche"	Dampfmaschine, Wasserkraftmaschine	Felixdorf	1843	13.06.1843	47.881764	16.2411957
4133	Berger	C.W.	NA	NA	NA	NA	NA	Siegelmarke, Prägmaschine	Wien	1843	NA	48.2080696	16.3713095
4134	Hochberger	Johann	NA	NA	NA	NA	Beschreibung der ... Verbesserung der Abdampföfen bei Vitriol- und Alaunwerken, ...	Vitriol, Alaun, Verdampfapparat	"Kahr, Kreis
Elbogen,
Böhmen"	1843	13.07.1843	50.1860122	12.7540628
4135	Kratochwill	Julius	NA	NA	NA	NA	"Beschreibung der ... Erfindung ...: Eine neue Vorrichtung [Einmaischapparat] in Branntwein-
Brennereyen ..."	Kartoffel, Einmaischapparat	Teschen	1843	07.06.1843	49.7470441	18.6237961
4136	Schulze	Wilhelm	NA	NA	NA	NA	Beschreibung von Verbesserungen in der Eisenfabrikation	"Hochofen, Braunkohle, Feuerung,
Eisenstein, Ziegel"	Wien	1844	13.06.1844	48.2080696	16.3713095
4137	Zimpel	CH.F.	NA	NA	NA	NA	"Zeichnung einer gußeisernen Büchse zur Verwendung von Oel zur Verringerung der Friction oder
Reibung bei Achsen an Eisenbahn Wagen"	Eisenbahnwagen, Schmierbüchse	Wien	1844	14.06.1844	48.2080696	16.3713095
4138	Zimpel	CH.F.	NA	NA	NA	NA	"Beschreibung der Metallverhältnisse und Schmelzprozesses zur Erzielung eines Friktions Metalles,
welches an andere Metalle, vorzugsweise Messing angegossen werden kann, und dann die
Reibung bedeutend verringert"	Legierung, Lagermetall	Wien	1844	17.06.1844	48.2080696	16.3713095
4139	Knaffl - Lenz	Rudolph	NA	NA	NA	NA	Beschreibung der ... erfundenen Pedal- oder Mutations Guitarre	Gitarre	Wien	1844	05.08.1844	48.2080696	16.3713095
4140	Hirschler	Joseph	NA	NA	NA	NA	"Beschreibung der neuen Erfindung: Alle mit geschärften Farben bedruckten Stoffe derart zu
neutralisiren, daß die Farben keinen schädlichen Einfluß mehr auf das Gewebe üben können, ..."	Zeugdruck, Farbe, Neutralisieren	Wien	1845	24.07.1845	48.2080696	16.3713095
4141	Krause	Friedrich	Stopsl	Paul	NA	NA	"Das anzuwendende Mittel gegen Bildung des Kesselsteins besteht in (nicht-rectificirten) gemeinen
Holzessig, ..."	Holzessig, Kesselsteinmittel	Wien	1845	26.06.1845	48.2080696	16.3713095
4142	Trentsensky	Mathias	NA	NA	NA	NA	Beschreibung der ... erfundenen lithographischen Hebel Schnell[druck]bresse	Lithographie, Schnelldruckpresse	Wien	1845	08.05.1845	48.2080696	16.3713095
4143	Trentsensky	Mathias	NA	NA	NA	NA	Beschreibung der ... erfundenen lithographischen Cylinder Schnellpresse	Lithographie, Schnelldruckpresse	Wien	1845	08.05.1845	48.2080696	16.3713095
4144	Thornton	Karl	NA	NA	NA	NA	Beschreibung des ... Dampfkoch-Apparates ...	Kochapparat	Wien	1845	09.05.1845	48.2080696	16.3713095
4145	Reise	Adolph	NA	NA	NA	NA	"... Privilegium auf die Erzeugung electrochemischer Mollecular Produkte, ..., daß er mit Metallen in
Metalloxiden alle ... Gallanterie- und andere Gegenstände ... auf electro chemischem Wege
überzieht, ..."	Galvanoplastik, Galanterie	Wien	1845	12.06.1845	48.2080696	16.3713095
4146	Datler	Karl	NA	NA	NA	NA	"Beschreibung der ... Verbesserung ...: Ein Metal zu bereiten, welches ... an Schönheit ... dem Fein-
Silber gleicht, woraus Verzierungen ... erzeugt werden können"	Legierung, Lack, Vergolden	Wien	1845	24.04.1845	48.2080696	16.3713095
4147	Glanz	Johann	Schwerdtner	Johann	NA	NA	Beschreibung der mechanischen Seidenfillir- und Spinnmaschine, ...	Seidenhaspel, Spinnmaschine	Wien	1845	29.10.1845	48.2080696	16.3713095
4148	Sirtaine	Mathieu	NA	NA	NA	NA	Beschreibung der Erfindung und resp. Verbesserung einer Schafwoll Spinnmaschine, ...	Schafwolle, Spinnmaschine	Wien	1841	27.08.1841	48.2080696	16.3713095
4149	Bierstinger	Jakob	NA	NA	NA	NA	Beschreibung der ... Erfindung eines Controll Wagens zur Verführung von Brennholz	Wagen, Brennholz, Transport	Wien	1845	02.09.1845	48.2080696	16.3713095
4150	Barbulowitz	Johann D.	NA	NA	NA	NA	"Beschreibung der --- Erfindung, ..., anstatt der an den Männer-Hals-Cravaten bisher zum
Festmachen derselben angebrachte Schnalle, in der Cravate selbst eine elastische Feder
anzubringen, wodurch sich die Cravate ganz ... schmiegsam um den Hals legt, ..."	Krawatte	Wien	1845	08.10.1845	48.2080696	16.3713095
4151	Crouy	Heinrich Graf v.	NA	NA	NA	NA	Beschreibung ... über die ... Verbesserung in der Anwendung des Gas-Lichtes	Gasbrenner, Lampe	Wien	1844	10.10.1844	48.2080696	16.3713095
4152	Langer	Johann Stephan	Walk	Mathias	NA	NA	"Beschreibung der Bereitung des neu erfundenen Gaslichtes, und der dazu erforderlichen
Leuchtgefäße, ..."	Lampe, Vergaser	Wien	1845	30.12.1845	48.2080696	16.3713095
4153	Kasperkowitz	Karl	NA	NA	NA	NA	"Beschreibung einer neuen Erfindung ...: auf Schub- und Mühlstühlen alle Gattung Wagenborten
und alle Gattungen erhobener Schnüre und Bänder zu verfertigen"	Borte, Bandstuhl	Wien	1842	20.08.1842	48.2080696	16.3713095
